uniq_id,posted_date,job_title,salary_raw,experience_raw,skills,role,location,functional_area,industry,company,job_description,employment_type,experience_min,experience_max,salary_min,salary_max
80298b2e17a928d8a430141fa05dbf00,2019-08-04 23:16:01 +0000,Opening For Payments- Business Analyst with MNC Client(pune), Not Disclosed by Recruiter ,5 - 10 yrs,Salary| Core Banking| Corporate Banking| Payments| Digital Transformation| IT Projects| Business Analysis,System Design/Implementation/ERP/CRM,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
de52692475f79328b30ff4efd286eee2,2019-07-04 15:52:59 +0000,Urgent Requirement for Statistical Analytics Position for PUNE, Not Disclosed by Recruiter ,6 - 10 yrs,SAS| R| Predictive Modeling| Bfsi,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
bd5ca9ed0434f649f56c214cbc9c5b58,2019-07-05 00:17:58 +0000,Analytics Lead, Best in the Industry ,4 - 7 yrs,Predictive Analytics| Data Analysis| Data Mining| Advanced Excel| Macros| Data Reporting| Dashboards| Data Modeling| Data Collection| Quality Standards,Operations,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",,,,0,1,Best in the Industry,Best in the Industry
49a87e3c43c79582b15b2313890759e3,2019-08-06 03:25:01 +0000,Intern for the post of Business Analyst - IT (6 Months), Not Disclosed by Recruiter ,0 - 0 yrs,Business Analyst,Other,Mumbai,"IT Software - ERP , CRM","Fresher, Trainee, Entry Level",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
c86ae82383782ebc19821dec4b9ed2d1,2019-07-06 23:25:23 +0000,Analytics Technical Lead, Not Disclosed by Recruiter ,8 - 12 yrs,RDBMS| Coding| Analytics| Data mining| Application security| Data quality| Pentaho| Master data management| Statistical modeling| Technical Lead,Programming & Design,Mumbai,"IT Software - DBA , Datawarehousing","Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
fb465c048183b0ab13b49846c6376d27,2019-08-06 03:33:26 +0000,Associate - Controls Room Business Analyst & Data Management, Not Disclosed by Recruiter ,2 - 6 yrs,Change management| Data management| Wealth management| Business analysis| Project management| operational risk management| Asset management| Financial services| Auditing| Business operations,System Design/Implementation/ERP/CRM,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
e05a8bd39ecf9d4df662cffa7f90922e,2019-07-07 04:29:20 +0000,Business Analyst (SAP) - Pharmaceutical Co. - Hosur Road, Not Disclosed by Recruiter ,3 - 8 yrs,Data Analysis| MIS| PMP| report generation| ad hoc reports| business information| data analytics| pharma analytics| SAP,Analytics & BI,Bengaluru,Analytics & Business Intelligence,"Pharma, Biotech, Clinical Research",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
2cbfe5ff557498abde32479e8b087322,2019-07-04 18:45:02 +0000,Senior Consultant - Analytics - Sas/r/python, Not Disclosed by Recruiter ,3 - 4 yrs,SAS| Python| Analytics| Data Analytics| Statistics| Machine Learning| Data Modeling,Analytics & BI,Gurgaon,Analytics & Business Intelligence,"Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
442966e591440d9c997e668d45bc9ad4,2019-08-06 04:34:00 +0000,PAYMENTS DATA ANALYST, Not Disclosed by Recruiter ,3 - 6 yrs,Google Analytics| RDBMS| Analytical| Network security| Data Analyst| HTTP| System software| Data warehousing| SQL| Python,Operations,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
a3e6102d3e9cc57fc7549aa8ccfc6a39,2019-07-06 07:08:27 +0000,"AppZen, Inc. - Foreign Language Data Analyst", Not Disclosed by Recruiter ,3 - 7 yrs,Japanese| Business process| Pharma| Aerospace| German| French| Spanish| Computer vision| Customer experience| Compliance,Voice,Pune,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
f5cbac60c2774a5ddd95663dd2a0e2ad,2019-07-06 09:47:27 +0000,Business Analyst, Not Disclosed by Recruiter ,2 - 3 yrs,Mba| Business Analysis| Business Process| Process Flow| Supply Chain| Communication Skills,Analytics & BI,Delhi,Analytics & Business Intelligence,"Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
a87f35d0c57f56e4bade45397fb28626,2019-07-05 20:06:50 +0000,Business Analyst RegInsight, Not Disclosed by Recruiter ,7 - 12 yrs,Front office| Data analysis| SQL| MS Office| Forecasting| Macros| Budgeting| Change management| Risk management| Balance Sheet,System Design/Implementation/ERP/CRM,Pune,IT Software - Other,"Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
4e9c84ea14e8cf7ad22fc8916b753621,2019-08-04 21:44:37 +0000,Business Analyst - Digital Transformation - Pune, Not Disclosed by Recruiter ,7 - 12 yrs,Digital Transformation| Business Analysis,Financial Services/Stock Broking,Pune,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
c3f40f5354e82915a442a24feb8f098f,2019-07-04 08:14:55 +0000,SBA/ AM/ Manager/ Senior Manager - Analytics - Group Disability, Not Disclosed by Recruiter ,4 - 8 yrs,Predictive Modeling| SAS| Analytics| Statistics| Python,Analytics & BI,Gurgaon,Analytics & Business Intelligence,"IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
fcb88d0508100a9fa8669a79f7a980b8,2019-07-04 18:26:00 +0000,Looking For Data Analyst, Not Disclosed by Recruiter ,2 - 7 yrs,Data Analysis| Data Mining| Analytics| Advanced Excel,Analytics & BI,Mumbai,Analytics & Business Intelligence,"Shipping, Marine",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
479c95bb28414dca0aa5783564f8e932,2019-07-05 08:28:26 +0000,Senior Director ROI Analytics, Not Disclosed by Recruiter ,3 - 5 yrs,Recruitment| Market research| SAS| Client management| SPSS| Analytical| Social media| Python| Machine learning| Artificial Intelligence,Senior Management,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
f302084b2ff714b08c9e96bbbd7102f9,2019-07-04 03:18:44 +0000,Business Analyst(5-7 Years):good at Accounting and Loan life Cycle, Not Disclosed by Recruiter ,5 - 7 yrs,Accounting| Loans| General Ledger| Journal Entries| general accounting| Requirement Gathering| EMI| loan| mortgage,System Design/Implementation/ERP/CRM,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
52202b6a2e207a0a87ff19d1946fbbeb,2019-08-05 12:05:06 +0000,Senior Manager - Data Analytics/sas - Banking Firm, Not Disclosed by Recruiter ,8 - 12 yrs,NLP| SAS| Data Management| Data Analytics| Statistics| Machine Learning| Analytics| Business Analysis| Predictive Analytics,Analytics & BI,Bengaluru,Analytics & Business Intelligence,"Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
b1c0c5b45c549a014269917a6bf9e178,2019-07-05 02:56:15 +0000,Business Analyst," 5,00,000 - 14,00,000 PA. ",3 - 8 yrs,user stories| business analysis| requirements management| wireframing| agile| scrum| client engagement| client interaction| jira| effort estimation,System Design/Implementation/ERP/CRM,Pune (Bavdhan),"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,"5,00,000","14,00,000 PA."
be8319db358692b70788358726902fac,2019-07-05 05:00:42 +0000,Business Analyst-credit Cards Domain-8 to 16yrs - Attra Infotech," 20,00,000 - 35,00,000 PA. ",8 - 13 yrs,business analyst| credit cards| credit card,System Design/Implementation/ERP/CRM,Bengaluru (Electronic City),"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,"20,00,000","35,00,000 PA."
259cbedd4cb896a50cdd055a3695834a,2019-08-04 13:29:35 +0000,Business Analyst - Immediate Joiners Needed," 4,75,000 - 5,50,000 PA. ",3 - 8 yrs,Business Intelligence| Excel Powerpoint| Business Analytics| Business Analyst| ms| office| Presentation| Business Analysis| Communication Skills| Business Planning| senior business analyst| Dashboards,Analytics & BI,Delhi NCR,Analytics & Business Intelligence,"BPO, Call Centre, ITeS",,,,0,1,"4,75,000","5,50,000 PA."
06db1850174254b9a549ad06210703c9,2019-08-04 12:42:30 +0000,HUGE Openings For MIS Executive / Data Analyst / Direct Walk IN, Not Disclosed by Recruiter ,1 - 4 yrs,new projects| operations management| mis preparation| data analysis| mis reporting| formulas| pivot table| vlookup| warehouse| excel powerpoint| vba| mis| supply chain management| database analyst| bpo operations,Voice,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
21a1fa8015fcfa6978f41ac301676189,2019-07-06 03:25:44 +0000,Business Analyst/ Functional Consultant, Not Disclosed by Recruiter ,4 - 9 yrs,Computer science| PDF| Business Analyst| Bfsi| Application programming| Analytical| Test scenarios| SOW| Software services| Customer interaction,System Design/Implementation/ERP/CRM,Mumbai,"IT Software - ERP , CRM","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
a027e515f07e6a7888f2708bb375e8ea,2019-07-07 04:32:57 +0000,"Urgent Requirement Data analytics Openings On Top MNC,Bangalore", Not Disclosed by Recruiter ,5 - 7 yrs,SQL| Java| Python| R| Software Development| VBA| Advanced Excel| Data Analytics| C#| Predictive Modeling,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
a2a533407f4f29922f95bfe82d27c063,2019-07-04 07:07:44 +0000,Senior Business Analyst/assistant Manager - Machine Learning/r/python, Not Disclosed by Recruiter ,2 - 5 yrs,Machine Learning| Python| Artificial Intelligence| NLP| Predictive Modeling| Data Management| Data Analytics| Analytics| Predictive Analytics,Operations/Processes/Finance/Legal,Noida,"Financial Services , Banking , Investments , Insurance","Accounting, Finance",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
ac6793ab713d61e7ddcc58cffcbd292d,2019-08-05 12:38:38 +0000,Senior Business Analyst, Not Disclosed by Recruiter ,2 - 5 yrs,digital| campaign management| problem| strategies| advertising,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
b32b6f735991b407b08d4ce6f4f58fbe,2019-07-04 06:38:23 +0000,Data Analyst/data Scientist - C++/c#/java, Not Disclosed by Recruiter ,5 - 7 yrs,Java| C++| C#| Machine Learning| Solution Architect| Hadoop| Data Analyst,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
b1f7755705b4dc6f04fd67228b21c324,2019-07-06 16:35:38 +0000,INTERN DATA ANALYST, Not Disclosed by Recruiter ,0 - 1 yrs,Usage,Other,Bengaluru,"IT Software - Application Programming , Maintenance","Travel , Hotels , Restaurants , Airlines , Railways",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
26180473074a72215faf5dd8e05e64f9,2019-08-05 02:38:51 +0000,SAS Consultant - Business Intelligence/visual Analytics, Not Disclosed by Recruiter ,2 - 6 yrs,SAS| Data Management| ETL| Teradata| Macros| Analytics,Admin/Maintenance/Security/Datawarehousing,Delhi NCR,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
ddc6dc156d0ec0d6619e18538a6290b5,2019-07-06 21:46:45 +0000,Practice Head - Data Analytics Solutions - Mumbai, Not Disclosed by Recruiter ,15 - 18 yrs,Telecom| Senior management| Networking| sales enablement| Flex| Database| Data analytics| Executive search| Key account management,Senior Management,Mumbai,"Sales , Retail , Business Development","Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
2ce6eeefe6f28e9a9e7e799525bb3f50,2019-07-04 04:36:15 +0000,Data Analyst ( Contract to Hire)," 1,00,000 - 2,50,000 PA. ",0 - 3 yrs,voice| BPO| Bca| fresher| Backend| data analysis| Bba Fresher| english| book keeping| communication,,Noida,"Executive Assistant , Front Office , Data Entry","IT-Software, Software Services",,,,0,1,"1,00,000","2,50,000 PA."
fb20f9107d38262557e59acfd50d808c,2019-07-05 14:13:39 +0000,Data Analyst, Not Disclosed by Recruiter ,4 - 7 yrs,Market research| Data analysis| SQL| Logistics| Ideas| Income tax| Tax returns| Data Analyst| Business Executive| Corporate tie-ups,Back Office/Web/Transaction Processing,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
70be80c73bc9b00fefd73af95a3b5914,2019-08-04 04:58:15 +0000,Assistant Manager/manager - Credit Risk Analytics, Not Disclosed by Recruiter ,5 - 8 yrs,SAS| Risk Analytics| Credit Risk| Analytics| SQL,Analytics & BI,Ahmedabad,Analytics & Business Intelligence,"Banking, Financial Services, Broking",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
d1ddcd3f9f9b2b854c43645524737be7,2019-08-04 07:26:17 +0000,Business Analyst, Not Disclosed by Recruiter ,5 - 10 yrs,Business Analyst| Compliance| Functional testing| Pharma| Legal| Clinical research| Scrum| Test cases| JIRA,System Design/Implementation/ERP/CRM,Chandigarh,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
ab49d4c1f907e431e760e8daf52a7f13,2019-08-05 02:06:36 +0000,Salesforce Einstein Analytics, Not Disclosed by Recruiter ,5 - 10 yrs,,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
8d6b2a033a7445c7e47efdf9ea1e5196,2019-08-05 11:42:54 +0000,Senior Business Analyst, Not Disclosed by Recruiter ,13 - 15 yrs,Analytical skills| Focus| Senior Business Analyst| Banking,System Design/Implementation/ERP/CRM,Chennai,"IT Software - Application Programming , Maintenance","Education, Teaching, Training",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
70ca70f8ef0b74d65f7af70a2ccbe3ff,2019-07-05 16:19:15 +0000,Senior Business Analyst, Not Disclosed by Recruiter ,1 - 5 yrs,Base SAS| Linear Regression| Business Analysis| Segmentation| Model Development| Clustering| Modeling| SQL,Analytics & BI,Ahmedabad,Analytics & Business Intelligence,"Strategy, Management Consulting Firms",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
14559da0f49dbcd1ca028ed448aa594f,2019-08-06 05:48:58 +0000,Data Analytics, Not Disclosed by Recruiter ,7 - 9 yrs,Core Java| RDBMS| Coding| metadata| PAAS| developing| Data quality| HBase| messaging| NoSQL| java| apache| cassandra| SCALA| applications,Programming & Design,Bengaluru,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
29630a1c0c5b8f933d269c4833ace034,2019-08-05 04:57:02 +0000,Principal BI Analyst," 10,00,000 - 15,00,000 PA. ",7 - 12 yrs,algorithms| data science| Linear Regression| machine learning| Statistical Analysis,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,"10,00,000","15,00,000 PA."
d92f1fb95a8b58b7a61c1d51de924d87,2019-07-06 22:00:41 +0000,Data Analyst, Not Disclosed by Recruiter ,2 - 5 yrs,Supply chain| Excel| PDF| Database management| Analytical| Trend analysis| Data Analyst| Advanced Excel| Management| MS Office,Voice,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","FMCG, Foods, Beverage",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
1795fc31a54f83224c8bd4a5c6aaef44,2019-07-07 00:40:02 +0000,Manager - Data Analytics, Not Disclosed by Recruiter ,5 - 10 yrs,SQL| Business objects| Business intelligence| Application support| Open source| Remedy| Consulting| Change management| Auditing| SPSS,System Design/Implementation/ERP/CRM,Bengaluru,"IT Software - DBA , Datawarehousing","Education, Teaching, Training",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
6ca72d38830f93aa3182c861d7695110,2019-08-06 00:57:07 +0000,Urgent Opening with our client For Install Base & Data Analysis, Not Disclosed by Recruiter ,4 - 7 yrs,Excel| Data Analysis| Install Base,Programming & Design,Pune,IT Software - Other,"IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
2c7973a914a3ac3db52db849633fefa6,2019-08-05 00:39:18 +0000,BORN - Global Elite Partner Looks For Junior Business Analysts,Openings: 1, 3 - 6 Years,Requirement Gathering|business analysis|business analyst|E - commerce,System Design/Implementation/ERP/CRM,Bengaluru,"IT Software - eCommerce , Internet Technologies",IT-Software / Software Services,,,,0,1,Openings: 1,Openings: 1
780649cbe7383454da547da37542a9cf,2019-08-04 21:31:29 +0000,BSc Walkin Drive (0-1yrs Exp) - Data Analysis Role - Koramangala," 1,25,000 - 1,75,000 PA. ",0 - 1 yrs,Excel| Data Management| Data Analysis| Internet,Other,Bengaluru,"HR , Recruitment , Administration , IR","IT-Software, Software Services",,,,0,1,"1,25,000","1,75,000 PA."
41cd678bdb482d1e5fb978990a41f826,2019-08-04 18:37:43 +0000,Business Analyst - Business & Engineering Services, Not Disclosed by Recruiter ,2 - 4 yrs,Data Analysis| Data Warehousing| Solution Design| Business Analysis,,Pune,Other,"IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
e6d325a8bb2f801f486e660f5df1042d,2019-08-05 06:21:58 +0000,Business Analyst," 3,00,000 - 3,50,000 PA. ",0 - 3 yrs,Technical Documentation| requirement gathering| database| Business Analyst| SRS| Visio| business consultant| Technical Specifications| IT - Software| Business Analysis,System Design/Implementation/ERP/CRM,Navi Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,"3,00,000","3,50,000 PA."
21adffdf452b61073f4b7dc2d696ecd2,2019-07-06 08:53:13 +0000,Solutions Engineer Supply Chain Analytics, Not Disclosed by Recruiter ,3 - 5 yrs,Supply chain| Data analysis| Network design| MS Access| Simulation| Data modeling| Machine learning| Analytics| SQL| Python,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","Internet, Ecommerce",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
dfa9d812f1369899c289340013c47421,2019-07-06 15:59:28 +0000,Data Analyst, Not Disclosed by Recruiter ,7 - 12 yrs,Accessories| Data analysis| Google Analytics| Analytical| Machine learning| Data structures| Reporting tools| SQL| Logistics| Python,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Textiles, Garments, Accessories",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
045f3820895f16e1969b16b06e7273e0,2019-08-04 18:44:33 +0000,Assistant Manager - SAS Analytics, Not Disclosed by Recruiter ,3 - 8 yrs,SAS| Data Management| Data Analytics| Statistics| Analytics| SQL,Analytics & BI,Delhi NCR,Analytics & Business Intelligence,"IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
3f934ce576ff540385597931e16ec11d,2019-07-04 21:42:54 +0000,Hiring for Adobe Analytics - Gurugram," 5,00,000 - 15,00,000 PA. ",2 - 7 yrs,Javascript| Ajax| JQuery| Adobe Analytics| Recruitment| Plugins| Sitecatalyst| Omniture| Hiring| Web Technologies,Programming & Design,Delhi NCR,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,"5,00,000","15,00,000 PA."
59aaf4799b6829cf75525953f6fdc0eb,2019-07-06 14:30:53 +0000,Analytics Business Intelligence, Not Disclosed by Recruiter ,10 - 15 yrs,marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Marketing,Pune,"Marketing , Advertising , MR , PR , Media Planning","Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
9dfd090657b74b03821543fcec38f647,2019-08-05 23:29:55 +0000,Sr Business Analyst, Not Disclosed by Recruiter ,2 - 5 yrs,R| Excel| SAS| Business Analyst| Analytical Skills| Web Technologies| Omniture| Web Analytics| Verbal Communication| SQL| Business Analysis| BA,Analytics & BI,Bengaluru,Analytics & Business Intelligence,"Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
76f4eabca3ef7ea7a9f640b396b8d30d,2019-08-06 08:31:21 +0000,ACN - Digital - Analytics - Customer and Channel Analytics - PRD-11, Not Disclosed by Recruiter ,1 - 3 yrs,Data analysis| Consulting| SQL| Data management| Web analytics| Analytical| SPSS| FMCG| Digital marketing| SDLC,Operations,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
8044aa6235102567c3e57398d90652b8,2019-08-05 08:56:31 +0000,Microsoft Advanced Analytics, Not Disclosed by Recruiter, 3 - 6 Years,Technical Architect|advanced analytics|Machine learning|System software|Outsourcing|Technical architecture|Business intelligence|microsoft|Operations|SQL,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
718b42fd8009966e43a4ae04038a1c09,2019-08-04 18:30:22 +0000,Marketing Data Analyst, Not Disclosed by Recruiter ,2 - 5 yrs,Product Management| Marketing Campaigns| Digital Marketing| Data Analyst| Digital Analytics| Deep Learning| R| Sales| Excel| Data Analysis| Data Modeling| Consumer Insights| Python,Marketing,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning","Internet, Ecommerce",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
5101e4c15ce080d4d7eb86e027579c2e,2019-08-06 02:09:55 +0000,Data Analytics / Reporting/ Machine Learning," 13,00,000 - 20,00,000 PA. ",5 - 10 yrs,analytics reporting| R| data analytics| SAS| operational risk| data visualization| Machine Learning| SQL,Senior Management,Bengaluru,Analytics & Business Intelligence,"Banking, Financial Services, Broking",,,,0,1,"13,00,000","20,00,000 PA."
89bcf4b973e3a00849c71cecbc23661c,2019-08-06 07:58:51 +0000,Head Analytics_NBFC Link Success, Not Disclosed by Recruiter ,5 - 10 yrs,Logistic regression| SAS| Data management| data science| NBFC| Analytics,Senior Management,Mumbai,IT Software - Other,"Strategy, Management Consulting Firms",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
5649d8daf31049ba7c636a72a50b6b4e,2019-07-04 08:18:58 +0000,Executive/senior Executive - Performance Management/analytics," Up to INR 7,50,000 ",2 - 5 yrs,Performance Management| SQL| Data Analysis| Data Analytics| Advanced Excel,Other,Gurgaon (Cyber City),Analytics & Business Intelligence,"Travel , Hotels , Restaurants , Airlines , Railways",,,,0,1,"Up to INR 7,50,000","Up to INR 7,50,000"
b072d914519518cd5fad19dfc432b69e,2019-08-04 02:21:14 +0000,Business Analyst - Healthcare, Not Disclosed by Recruiter ,5 - 10 yrs,process documentation| business analysis| agile| JIRA| communication skills,Analytics & BI,Chennai,Analytics & Business Intelligence,"IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
bb66d1de89f4ecd0036cc2ce259c0127,2019-07-06 07:25:25 +0000,PMO Data Analyst, Not Disclosed by Recruiter ,4 - 5 yrs,Data analysis| SQL| Advanced Excel| Root cause analysis| Excel| MS Access| Data Analyst| Python| Database| VBA,Back Office/Web/Transaction Processing,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
319eaf1306311253c7c457d6761e8961,2019-08-04 20:24:27 +0000,LTI Requirement - Business Analyst Ingenium, Not Disclosed by Recruiter ,4 - 9 yrs,ingenium,System Design/Implementation/ERP/CRM,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
a3dc04183684590abdfee97ce140289d,2019-08-04 12:43:30 +0000,Technical Lead- Analytics, Not Disclosed by Recruiter ,6 - 10 yrs,C#| Java| C++| Algorithms| RDBMS| Aerospike| Data Structures| PHP| Erlang| Python,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Internet, Ecommerce",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
0b00fa57c50075e8d7aa83e57dd161cc,2019-08-06 05:13:31 +0000,"Analytics Lead, Manufacturing", Not Disclosed by Recruiter ,5 - 7 yrs,operations| sql| intelligence| tuning| data| system architecture| consulting| machine learning| prognosis,Programming & Design,Bengaluru,IT Software - Other,"Recruitment, Staffing",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
61cbf23da366058777f72336575371d4,2019-07-04 08:19:45 +0000,Consultant II/ Senior Consultant - Social Media Analytics - IIM/ IIT, Not Disclosed by Recruiter ,2 - 5 yrs,WordPress| Social Media| Web Analytics| Consultant| Marketing Analytics| SEO| Analytics,Online/Digital Marketing,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
a905609749fb4de442b44503060a7117,2019-07-05 12:57:29 +0000,Looking Business Analyst/Sr. Business Analyst for IT Co.-Ahmadabad," 3,00,000 - 5,50,000 PA. ",2 - 7 yrs,business analysis| Presales,Analytics & BI,Ahmedabad,Analytics & Business Intelligence,"IT-Software, Software Services",,,,0,1,"3,00,000","5,50,000 PA."
0974da400a2dec59db0d6efc90acee01,2019-08-04 18:32:31 +0000,Business Analyst," 3,00,000 - 3,50,000 PA. ",0 - 3 yrs,Technical Documentation| requirement gathering| database| Business Analyst| SRS| Visio| business consultant| Technical Specifications| IT - Software| Business Analysis,System Design/Implementation/ERP/CRM,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,"3,00,000","3,50,000 PA."
15271b4f1b3dc98bd3cb6c9d4f8b3cb4,2019-08-04 17:05:00 +0000,Business Analyst," 9,00,000 - 19,00,000 PA. ",9 - 14 yrs,Business Forecasting| Business Intelligence| New Market Penetration| Market Study| Data Manipulation| Data Analysis| Cost Benefit Analysis| Dashboards| Market Research| Business Analysis,Card Products,Noida,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",,,,0,1,"9,00,000","19,00,000 PA."
ccee4eb5ca1449c18b5f05091d0ad223,2019-07-05 21:34:11 +0000,Analytics Technical Lead job Opening with one of the MNC in Mumbai, Not Disclosed by Recruiter ,8 - 12 yrs,SQL| PLSQL| PL| Data Integration| Data Modeling| Effort Estimation| Design Development| Data Processing| Business Intelligence| Pentaho| Spark| Software Architecture,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",,,,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter
